Time	Message ID	Initial Ammonia Concentration	Initial Hydrogen Sulfide Concentration	Maximum Pressure	Volumetric Flow Rate	Cost Per Gram (Copper Sulfate)	Cost Per Gram (Ammonia)	Cost Per Gram (Sulfuric Acid)	Cost Per Kilowatt Hour	Number of Chemical Analyzers	Volumetric Flow Rate	Hydrogen Sulfide Concentration	Ammonia Concentration	Water Concentration	Max Applied Pressure	Concentration of Hydrogen Sulfide (leaving CSTR)	Concentration of Ammonia (leaving CSTR)	Concentration of Hydrogen Sulfide (leaving SSU)	Concentration of Ammonia (leaving SUU)	Final Concentration of Hydrogen Sulfide	Final Concentration of Ammonia	Final Concentration of Water	Power Consumption (KhW/s)	Clean Water Production Percentage	Current Cost Of Power Per Second	Current Cost Of Chemicals Per Second	Current Segment Cost Per Liter	Grams CuS	Grams NH3	Grams H2SO4	NGSWAT-100	NGSWAT-200	NGSWAT-300	NGSWAT-400	Simulation Ticks	Segment Ticks	Segment Liters Treated	Segment Cost	Max Hydrogen Sulfide Concentration	Min Hydrogen Sulfide Concentration	Max Ammonia Concentration	Min Ammonia Concentration	Max Clean Water Percentage	Min Clean Water Percentage	Max Cost Per Liter	Min Cost Per Liter	Total Cost	Total Liters Treated	Average Cost Per Liter	Average Hydrogen Sulfide Concentration	Average Ammonia Concentration	Average Clean Water Percentage
4/14/2017 8:39	Simulation Tick																																		25	25	7875	52648.39	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	52648.39	7875	6.6855	1.20E-08	1.20E-10	97.812657
4/14/2017 8:39	System Status Message										315.45	12000.41	0	987999.59	70000	0.01200041	0.01199376	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81293989	0.006333333	2105.659735	2105.66	17728.5409	3783.4305	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		26	26	8190	54754.05	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	54754.05	8190	6.6855	1.20E-08	1.20E-10	97.812668
4/14/2017 8:39	System Status Message										315.45	11994.08	0	988005.92	70000	0.01199408	0.01198742	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81407888	0.006333333	2104.548055	2104.55	17719.1812	3781.4331	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		27	27	8505	56858.6	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	56858.6	8505	6.6853	1.20E-08	1.20E-10	97.81272
4/14/2017 8:39	System Status Message										315.45	12008.15	0	987991.85	70000	0.01200815	0.01200149	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81154803	0.006333333	2107.018247	2107.02	17739.9789	3785.8715	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		28	28	8820	58965.62	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	58965.62	8820	6.6854	1.20E-08	1.20E-10	97.812678
4/14/2017 8:39	System Status Message										315.45	12001.98	0	987998.02	70000	0.01200198	0.01199532	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81265868	0.006333333	2105.934206	2105.93	17730.8518	3783.9237	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		29	29	9135	61071.55	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	61071.55	9135	6.6854	1.20E-08	1.20E-10	97.812677
4/14/2017 8:39	System Status Message										315.45	12005.94	0	987994.06	70000	0.01200594	0.01199929	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.8119452	0.006333333	2106.630584	2106.63	17736.715	3785.1749	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		30	30	9450	63178.18	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	63178.18	9450	6.6855	1.20E-08	1.20E-10	97.812653
4/14/2017 8:39	System Status Message										315.45	12000.17	0	987999.83	70000	0.01200017	0.01199352	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81298274	0.006333333	2105.617913	2105.62	17728.1888	3783.3554	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		31	31	9765	65283.8	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	65283.8	9765	6.6855	1.20E-08	1.20E-10	97.812664
4/14/2017 8:39	System Status Message										315.45	12005.86	0	987994.14	70000	0.01200586	0.0119992	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81196122	0.006333333	2106.614951	2106.61	17736.5833	3785.1468	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		32	32	10080	67390.41	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	67390.41	10080	6.6856	1.20E-08	1.20E-10	97.812642
4/14/2017 8:39	System Status Message										315.45	12000.46	0	987999.54	70000	0.01200046	0.0119938	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81293169	0.006333333	2105.667738	2105.67	17728.6083	3783.4449	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		33	33	10395	69496.08	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	69496.08	10395	6.6855	1.20E-08	1.20E-10	97.81265
4/14/2017 8:39	System Status Message										315.45	11996.05	0	988003.95	70000	0.01199605	0.0119894	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81372385	0.006333333	2104.894573	2104.89	17722.0987	3782.0557	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		34	34	10710	71600.97	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	71600.97	10710	6.6854	1.20E-08	1.20E-10	97.812682
4/14/2017 8:39	System Status Message										315.45	12012.5	0	987987.5	70000	0.0120125	0.01200584	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81076584	0.006333333	2107.781697	2107.78	17746.4067	3787.2432	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		35	35	11025	73708.75	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	73708.75	11025	6.6856	1.20E-08	1.20E-10	97.812627
4/14/2017 8:39	System Status Message										315.45	12003.98	0	987996.02	70000	0.01200398	0.01199732	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81229839	0.006333333	2106.285858	2106.29	17733.8125	3784.5555	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		36	36	11340	75815.04	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	75815.04	11340	6.6856	1.20E-08	1.20E-10	97.812618
4/14/2017 8:39	System Status Message										315.45	12004.73	0	987995.27	70000	0.01200473	0.01199807	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81216398	0.006333333	2106.417047	2106.42	17734.9171	3784.7912	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		37	37	11655	77921.46	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	77921.46	11655	6.6857	1.20E-08	1.20E-10	97.812606
4/14/2017 8:39	System Status Message										315.45	11992.54	0	988007.46	70000	0.01199254	0.01198589	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81435508	0.006333333	2104.278487	2104.28	17716.9115	3780.9487	0	PASS	PASS	PASS	PASS																		
4/14/2017 8:39	Simulation Tick																																		38	38	11970	80025.74	1.20E-08	1.20E-08	1.20E-10	1.20E-10	97.814651	97.810111	6.6838	6.6698	80025.74	11970	6.6855	1.20E-08	1.20E-10	97.812652
4/14/2017 8:39	System Status Message										315.45	12002.6	0	987997.4	70000	0.0120026	0.01199594	1.20E-05	1.20E-06	1.20E-08	1.20E-10	1000000	0.052777778	97.81254695	0.006333333	2106.043254	2106.04	17731.7699	3784.1196	0	PASS	PASS	PASS	PASS																		
